id	filename	md5	size	state
2c7cb8b2-4c26-4f91-8bff-48369144d8f7	25c55776-4df2-44c2-bbd3-fadec618115c.htseq.counts.gz	3982bdf7fd0d4bde6b973035a004bbe1	255009	released
c14646c9-5857-489e-94eb-d708abaa909f	939eeb3c-9c0b-431f-8020-7165ee19f068.htseq.counts.gz	4f26f060f7bde33fa7fa5bbc6f2732aa	251708	released
f64a18e9-2dea-497e-ae6b-3c7602602d1b	26a18ff4-ac77-47e8-9ef8-da442ac1325d.htseq.counts.gz	d2ef9ce9a9017def13c7e45f5137ac30	254647	released
60b68cc6-a7d8-4134-aad1-06acd5633f47	3f2cc0e5-5c45-4b32-bed1-8d549bb167eb.htseq.counts.gz	710516a855230b0364289844e3147bd3	252699	released
b5db657f-2eaf-4e0e-b4f9-f5f386aea040	c1f4dcd4-26b5-4b90-9564-44e03242e8e2.htseq.counts.gz	8a24be47078831438537bfd95de8216d	255444	released
f1ed449c-62d3-4c49-aa4a-c48b93334c36	fef65b57-c58d-4050-8de4-f09f5cd616ce.htseq.counts.gz	669439e52f2ff70a2c5c4e7aa65b4ac6	252467	released
d2830489-6b15-4922-98ac-d837f0be084e	f9f63982-b0ee-4cb8-8de5-f885d82137f0.htseq.counts.gz	4fe4ecb217fc6558347e2cca39322100	251292	released
6b9c767f-2870-4e60-a25e-1ad4402edca5	12caae52-5f67-4df5-9e83-072844acd484.htseq.counts.gz	c66bad39626eaf35e441e98b114c8ef5	254617	released
d2574676-295f-41af-ad76-77524c1b35cd	844f025f-f7f5-443a-8c4f-855bfe6c212e.htseq.counts.gz	8e07b21c1477541a6a2e15227d1c7102	250433	released
7fa837c1-9fb9-4c4d-ac22-4bd3a058acf3	5aed2227-1f31-4159-9eed-430bc45c61dc.htseq.counts.gz	b406deaf25db2bede4eca7cdbfc1e0fc	251870	released
496308b4-a886-4bc4-8c85-23c483d98aa5	388fca1d-5282-41cc-b638-dfdf54249dbd.htseq.counts.gz	131561d45a710818e8aaffc280413cb9	255704	released
0dd3806f-4fea-414a-9328-a52403345852	03761959-a620-440f-bbaa-33bd75afae1c.htseq.counts.gz	c31741a5a9e5f2472c582abfbf8fe0a4	249568	released
87a2bc8f-0534-4b2a-95a2-0177e050a2b7	82275c4f-5976-40e0-ac70-c74250de34ac.htseq.counts.gz	093b35930caea0616322f595abd61ccd	256442	released
4724b2df-1373-4780-a64b-188e75d688f5	1548c36f-d41c-4ebe-a86c-66cbc65af67b.htseq.counts.gz	7d2ad28ce5421a075eed8921d3074a9c	256549	released
e8a9139e-ab8d-4fc8-920f-ed7a7bf2d739	19a3b9bb-d4cb-4925-a87a-57f724141a67.htseq.counts.gz	9a9b381288fb9cea4afcaa95f5f00d89	252857	released
c9b82d8b-e041-42c2-87ed-edb1603e3caa	0be94b2f-fccb-4482-b0ea-695c101aa65a.htseq.counts.gz	f76a5e12b824ce0c5dfba38c6f9e5dbf	243457	released
6417fd7d-530d-49bd-90d0-7000cb6f8af8	6cfd5f67-1006-48e5-a406-63b7d7ed9828.htseq.counts.gz	083f87f1f6b3a3d2379975cac5f35009	252920	released
38d708e8-f932-47f4-b9b6-454ed6a2f594	2553d284-ed47-49cb-afd6-13c0ed5bc9cb.htseq.counts.gz	be3a8d53fa529629c14cadffbb6fd60b	253961	released
a2df4654-5030-46c6-98ce-c37c99128bd0	548f36c1-215a-4b7b-97fc-e9523f6aeb6d.htseq.counts.gz	b8a8f7d7a508e4c2aac1d22f77beb57b	251613	released
12d19433-bce8-4339-abfe-911c52c84876	b244f324-fd8a-4d4b-b8f5-bad973c649d5.htseq.counts.gz	2f8a4c92226c7514cefab9bf02a9f7ac	255640	released
e2567946-b4e5-408a-950b-3bb6c130b2a1	caf9cab4-f98f-46bd-a75d-0eb1e9c6c9ea.htseq.counts.gz	b79e2c328901a718b5201228021c4309	251748	released
16110cd5-b475-4101-8b78-d5c4550e8b77	b14ad58e-4740-4c4f-83ff-7535efe6a055.htseq.counts.gz	7649d0bc56432f13d89830042cfd12b8	249117	released
e2efb442-e17d-46a7-a35e-b754bb79d9e1	51d0123d-f082-4ce1-8f06-e3dafd224a88.htseq.counts.gz	47dc65fe64fd8bf9a0fa7c55b45573ef	254390	released
f5687b6b-500a-48a1-b972-1f1f0088f8ba	5909c211-0671-46f2-9159-62020a2b6cf8.htseq.counts.gz	b23de225535ec1f5cbb0fb7ec9c6ffc1	257947	released
2ef4ced3-2a04-4434-b5ab-4c8a5edfff30	0c3dee5c-b102-4cc2-85d5-4c0e8f860c86.htseq.counts.gz	52ed6891579cc070824bdd52ee96a3aa	253743	released
b9344545-6eeb-4c77-b04e-154404642dee	1cc8603e-e8eb-4079-aef2-843329fd101f.htseq.counts.gz	816b535e7c0ab768af8f6e7d02982eb2	251930	released
65139ff4-fc1e-49cf-bddf-6aa132c1ac6d	7989aed0-f0bc-4f0c-a8ae-f084221ed3f5.htseq.counts.gz	e8ea10a2a5d6605269b39fa43b69048d	251516	released
da5e42b6-0e51-4ffa-b087-7f5c78ee59d5	98b1beb5-8d4c-45d1-a618-2d43aafa056c.htseq.counts.gz	712285627ddc2db65f2441f9d7396077	244956	released
ba6e9e0f-74fc-4681-8a6c-4d69418845dc	d1356d85-5b29-4666-818c-b1f43bcdab3c.htseq.counts.gz	01ad0dd2025a34d51351dfde1429004a	256418	released
6678782e-059f-4b64-9d0f-b1415b47bcae	d5612378-33e0-4fe5-ad2f-a1887fb7b5cd.htseq.counts.gz	68c1e63474ddb024bf75656d4d462624	253202	released
26cebf47-5d30-46f0-b54d-1e950a7915a0	a9fbe593-42f7-4597-a61c-240408bbe203.htseq.counts.gz	3503cea44f5e109ac8c1c4e89f21c233	244352	released
d764e333-7d35-4bb3-8ac1-e6627cb2d197	16c63027-f745-41c4-a5e8-f6d9f1fbf1c8.htseq.counts.gz	94a787a6965eac613ce99a460d841b37	256501	released
50e27193-14a5-4f21-977e-a694a69bfe70	0349f526-7816-4a7d-9967-1f75dd9ff00a.htseq.counts.gz	648d690914acc20adb9415d3f9967846	251166	released
